b'Shots guns are just flat out fun!!!  Can\xe2\x80\x99t wait for my 300 blackout coming this week!! https://t.co/baDh0q1hPm'
b'i\xe2\x80\x99m really in my zone\xe2\x9a\xa1\xef\xb8\x8f https://t.co/PBnBNoojqf'
b'It is true that Edgar Allan Poe lived in North Philly https://t.co/RpYqOv6xBk'
b'You had to be there\xf0\x9f\x8e\xa4\xf0\x9f\x8e\xb6\n#theOTElife https://t.co/UZKPfjRpcK'
b'Great to see @TheHives blow the roof off another venue last night. Come On! right outta the gate set the tone for a blistering set. These Swedes really know how to bring it. #TickTickBoom #TheHives #HowlinPelle https://t.co/01YsM23LYC'
b'Philly loves @TheHives! Please come back soon! https://t.co/rgSq54Z9ZZ'
b'Lex Hives!!!\n#thehives https://t.co/jtAOTZMeLY'
b'The Hives  motherfuckersssss\n#thehives\n#Philly https://t.co/8p5AZsSaCP'
b'Refused...\n#refused\n#philly https://t.co/dQQShtF71D'
b'RunHideFight in Philly \n#runhidefight https://t.co/G5mY1gIGCK'
b'nuevo flamenco rock live music on this electric building! \xe2\x9a\xa1\xef\xb8\x8f\xf0\x9f\x92\x83\xf0\x9f\xa4\x9f\xf0\x9f\x8f\xbc https://t.co/Wrleoth5zh'
b'\xe2\x80\x9cProclaim liberty throughout all the land unto all inhabitants thereof.\xe2\x80\x9d https://t.co/flaDMe2FDY'
b'The RING \xf0\x9f\x94\x94 of Liberty hurts... ask The Bell.  #LQBTQUnite #LibertyBell #Natarajasana #Yoga https://t.co/KD0bKUE3mV'
b'Visited this beautiful \xf0\x9f\x94\x94 today https://t.co/bUQcj2OXxf'
b'Probably the cutest place I ever took pics \xf0\x9f\x91\x8c\xf0\x9f\x8f\xbc https://t.co/6JTzjWWaFL'
b'The reason for this #MemorialDay holiday... thank you and #RIP. https://t.co/ISQVzWAaze'
b'https://t.co/ruxV5O8VHx'
"b""We're at this bougie restaurant where I had to order off the kids menu to get pizza"""
b'Beer i unfortunately drank in high school and college a few times at a typically named mid Atlantic seafood restaurant. https://t.co/qAsFZcETKV'
b'Welcome to Independence Hal https://t.co/jKOoxZaNB0'
b'Preach https://t.co/tUB7BmPxzt'
